index,element,charge
0,C,-0.164056
1,O,-0.176843
2,C,0.432403
3,C,-0.393466
4,C,0.140601
5,S,-0.137612
6,C,-0.25315
7,C,-0.081652
8,C,-0.12628
9,C,-0.368102
10,C,0.787865
11,O,-0.495294
12,O,-0.473487
13,C,0.604535
14,C,-0.439391
15,C,0.077979
16,C,-0.45661
17,C,0.782593
18,O,-0.460145
19,O,-0.392475
20,C,0.456356
21,C,-0.288787
22,C,-0.077335
23,C,-0.250763
24,N,0.824483
25,O,-0.436427
26,O,-0.417996
27,C,0.399347
28,F,-0.134936
29,C,-0.465571
30,C,0.473562
31,F,-0.16359
32,C,-0.512971
33,H,0.11719
34,H,0.090682
35,H,0.095982
36,H,0.184029
37,H,0.158541
38,H,0.104589
39,H,0.111222
40,H,0.106786
41,H,0.138644
42,H,0.201523
43,H,0.112967
44,H,0.166162
45,H,0.158454
46,H,0.220484
47,H,0.219961
