index,element,charge
0,H,0.128392
1,C,-0.079184
2,C,-0.06123
3,C,0.342141
4,N,-0.433673
5,C,-0.051444
6,H,0.122137
7,C,-0.256612
8,H,0.152386
9,C,0.08599
10,C,0.034062
11,H,0.030084
12,C,0.064423
13,H,0.009069
14,H,-0.001194
15,C,-0.199207
16,H,0.032674
17,H,0.040939
18,C,0.240128
19,H,-0.033111
20,C,0.018963
21,H,-1.6e-05
22,H,0.017165
23,C,-0.155877
24,H,0.038385
25,H,0.026891
26,C,0.03959
27,H,-0.004029
28,H,-0.014447
29,C,0.210672
30,H,-0.041133
31,H,-0.04052
32,C,-0.271451
33,H,0.054705
34,H,0.058097
35,H,0.057843
36,C,-0.277751
37,H,0.058781
38,H,0.059952
39,C,0.063426
40,H,0.012222
41,H,-0.014829
42,C,-0.173159
43,H,0.109752
