index,element,charge
0,C,-0.270274
1,C,0.225328
2,C,-0.23939
3,C,0.298426
4,C,-0.402639
5,C,0.424844
6,F,-0.160465
7,C,-0.525413
8,C,0.816221
9,O,-0.467512
10,O,-0.362207
11,C,0.478053
12,C,-0.548724
13,C,0.465678
14,F,-0.165381
15,C,-0.436536
16,C,0.391063
17,C,-0.30341
18,C,-0.020061
19,C,-0.266006
20,C,0.416879
21,N,-0.433081
22,C,0.413768
23,F,-0.156734
24,C,-0.41646
25,C,0.445255
26,F,-0.166203
27,C,-0.506051
28,C,0.464796
29,F,-0.170921
30,C,-0.477874
31,H,0.05901
32,H,0.065746
33,H,0.079888
34,H,-0.022873
35,H,-0.022225
36,H,0.085562
37,H,0.060771
38,H,0.182349
39,H,0.244755
40,H,0.164536
41,H,0.136145
42,H,0.201586
43,H,0.226039
44,H,0.193747
