index,element,charge
0,C,-0.031817
1,O,-0.30065
2,C,0.487026
3,C,-0.388058
4,C,0.078466
5,C,-0.307485
6,C,0.7383
7,O,-0.497983
8,O,-0.379675
9,C,0.483369
10,C,-0.390032
11,C,0.098735
12,C,-0.524836
13,C,0.761882
14,O,-0.482894
15,O,-0.357383
16,C,0.53306
17,C,-0.555092
18,C,0.51532
19,F,-0.160173
20,C,-0.510417
21,C,0.48589
22,N,-0.44457
23,C,0.510801
24,F,-0.155948
25,C,-0.55943
26,C,0.516387
27,O,-0.195044
28,C,-0.165296
29,C,-0.486064
30,C,-0.027805
31,C,-0.289229
32,H,0.095928
33,H,0.06318
34,H,0.065224
35,H,0.164501
36,H,0.100981
37,H,0.169831
38,H,0.10151
39,H,0.221465
40,H,0.245613
41,H,0.124386
42,H,0.094707
43,H,0.108034
44,H,0.19478
45,H,0.118271
46,H,0.132231
