index,element,charge
0,C,-0.041833
1,O,-0.283785
2,C,0.523914
3,C,-0.511626
4,C,0.193673
5,C,-0.564501
6,C,0.79664
7,O,-0.498265
8,O,-0.426088
9,C,0.458716
10,C,-0.320521
11,C,0.006392
12,C,-0.255925
13,C,0.716082
14,O,-0.479879
15,O,-0.374274
16,C,0.519737
17,C,-0.538557
18,C,0.436772
19,F,-0.160862
20,C,-0.400392
21,C,0.409007
22,C,-0.457233
23,C,0.408118
24,F,-0.147359
25,C,-0.433812
26,C,0.671821
27,F,-0.200481
28,F,-0.190533
29,O,-0.35235
30,C,0.452794
31,C,-0.470081
32,C,0.296414
33,F,-0.133367
34,C,0.009052
35,F,-0.104431
36,C,0.308463
37,F,-0.132529
38,C,-0.534624
39,C,0.461383
40,F,-0.16023
41,C,-0.496672
42,C,0.438376
43,F,-0.159141
44,C,-0.529391
45,C,-0.017463
46,C,-0.275021
47,C,0.464426
48,O,-0.176626
49,C,-0.152422
50,C,-0.449762
51,H,0.095074
52,H,0.066186
53,H,0.067661
54,H,0.182716
55,H,0.094683
56,H,0.177693
57,H,0.108393
58,H,0.244341
59,H,0.209741
60,H,0.229133
61,H,0.241078
62,H,0.212163
63,H,0.219129
64,H,0.115726
65,H,0.153142
66,H,0.122414
67,H,0.089664
68,H,0.086567
69,H,0.142755
