index,element,charge
0,H,0.124303
1,C,-0.177661
2,C,-0.050923
3,H,0.109994
4,C,-0.322896
5,H,0.165072
6,C,0.523318
7,C,-0.556888
8,C,0.2633
9,F,-0.125718
10,C,0.080533
11,F,-0.163574
12,C,0.096629
13,O,-0.270038
14,C,0.323958
15,H,0.019914
16,H,0.021736
17,C,-0.246431
18,H,0.072539
19,H,0.065873
20,C,-0.02741
21,H,0.002942
22,H,0.003951
23,C,0.260932
24,H,-0.038302
25,H,-0.033616
26,C,-0.264982
27,H,0.055398
28,H,0.079886
29,C,0.221234
30,H,0.01081
31,H,0.020085
32,O,-0.324644
33,C,0.378794
34,C,-0.26171
35,H,0.119012
36,C,-0.094348
37,H,0.121566
38,C,-0.07708
39,C,0.149428
40,C,-0.157031
41,H,0.121557
42,C,-0.123582
43,H,0.137237
44,C,-0.028788
45,C,0.347719
46,N,-0.43799
47,C,-0.122691
48,H,0.138221
49,C,-0.156943
50,H,0.121923
51,C,-0.032226
52,H,0.105646
53,C,-0.324218
54,H,0.162053
55,C,0.036308
56,F,-0.111931
57,C,0.302017
58,F,-0.136399
59,C,-0.322859
60,H,0.166224
61,C,-0.049399
62,H,0.110163
