index,element,charge
0,C,-0.137331
1,O,-0.195848
2,C,0.458346
3,C,-0.38855
4,C,0.132763
5,S,-0.137267
6,C,-0.245493
7,C,-0.088953
8,C,-0.10969
9,C,-0.377505
10,C,0.695745
11,O,-0.479781
12,O,-0.307492
13,C,0.493444
14,C,-0.515712
15,C,0.467059
16,F,-0.155696
17,C,-0.544215
18,C,0.806382
19,O,-0.468602
20,O,-0.403588
21,C,0.438367
22,C,-0.307357
23,C,-0.049298
24,C,-0.127904
25,N,0.804801
26,O,-0.430219
27,O,-0.432487
28,C,-0.075387
29,C,-0.257255
30,C,0.504225
31,F,-0.170916
32,C,-0.554885
33,H,0.121704
34,H,0.087078
35,H,0.083145
36,H,0.183651
37,H,0.156879
38,H,0.107357
39,H,0.104525
40,H,0.106883
41,H,0.1213
42,H,0.239465
43,H,0.188672
44,H,0.137116
45,H,0.138787
46,H,0.166992
47,H,0.216747
