index,element,charge
0,H,0.136482
1,C,-0.118739
2,C,-0.168412
3,H,0.124832
4,C,0.17819
5,C,-0.119077
6,C,-0.07247
7,H,0.119287
8,C,-0.302793
9,H,0.117929
10,C,0.485485
11,O,-0.431057
12,C,0.34777
13,H,-0.01891
14,H,-0.021282
15,C,-0.100914
16,H,0.038562
17,H,0.038214
18,C,0.004227
19,H,-0.009233
20,H,-0.010243
21,C,0.118172
22,H,-0.03025
23,H,-0.026497
24,C,-0.076621
25,H,0.010052
26,H,0.008104
27,C,0.128729
28,H,-0.02073
29,H,-0.012331
30,C,-0.080195
31,H,0.039312
32,H,0.010883
33,C,0.157462
34,H,0.024939
35,H,0.018923
36,F,-0.233085
37,C,-0.358705
38,H,0.167186
39,C,-0.019684
40,H,0.10689
41,C,-0.160704
42,H,0.121336
43,C,-0.12478
44,H,0.138238
45,C,-0.036382
46,C,0.35229
47,N,-0.4404
