index,element,charge
0,C,-0.196668
1,C,0.077465
2,C,-0.226762
3,C,0.299844
4,O,-0.371242
5,C,0.577232
6,C,-0.61608
7,C,0.558729
8,O,-0.268019
9,C,-0.085485
10,C,-0.397434
11,C,0.038353
12,C,-0.48358
13,C,0.779777
14,O,-0.505226
15,O,-0.402546
16,C,0.498881
17,C,-0.329575
18,C,0.00633
19,C,-0.272586
20,C,0.735007
21,O,-0.477931
22,O,-0.409823
23,C,0.521681
24,C,-0.351413
25,C,-0.046133
26,C,-0.25597
27,N,0.824747
28,O,-0.442964
29,O,-0.413077
30,C,0.38915
31,F,-0.136856
32,C,-0.476706
33,C,0.036462
34,C,-0.357201
35,H,0.055115
36,H,0.05595
37,H,0.03429
38,H,0.017886
39,H,-0.003795
40,H,0.081863
41,H,0.064545
42,H,0.022256
43,H,0.026026
44,H,0.155652
45,H,0.103585
46,H,0.073146
47,H,0.077238
48,H,0.155649
49,H,0.124424
50,H,0.172986
51,H,0.109865
52,H,0.181315
53,H,0.155261
54,H,0.229248
55,H,0.102341
56,H,0.184773
