index,element,charge
0,H,0.384203
1,O,-0.619519
2,C,0.282435
3,H,-0.039901
4,H,-0.040922
5,C,0.084942
6,H,0.005741
7,H,0.003678
8,C,-0.184001
9,H,0.028364
10,H,0.029697
11,C,0.220264
12,H,-0.036645
13,H,-0.032352
14,C,-0.112396
15,H,0.038368
16,H,0.037592
17,C,0.076599
18,C,-0.17849
19,H,0.13359
20,C,-0.152671
21,H,0.119067
22,C,0.060112
23,C,0.116891
24,C,-0.154059
25,H,0.121908
26,C,-0.1198
27,H,0.136066
28,C,-0.023636
29,C,0.342981
30,N,-0.433654
31,C,-0.120211
32,H,0.137569
33,C,-0.156279
34,H,0.124919
35,C,-0.168353
36,H,0.121881
37,C,-0.163851
38,H,0.129869
