index,element,charge
0,H,0.138114
1,C,-0.120147
2,C,-0.174028
3,H,0.126225
4,C,0.189698
5,C,-0.131947
6,C,-0.065656
7,H,0.118026
8,C,-0.300814
9,H,0.116369
10,C,0.475897
11,O,-0.432563
12,C,0.351094
13,H,-0.020165
14,H,-0.019938
15,C,-0.078094
16,H,0.031202
17,H,0.032792
18,C,-0.018655
19,H,-0.007672
20,H,-0.0083
21,C,0.114298
22,H,-0.028914
23,H,-0.029211
24,C,0.000603
25,H,-0.00905
26,H,-0.009141
27,C,0.05705
28,H,-0.024093
29,H,-0.020725
30,C,0.056358
31,H,-0.020154
32,H,-0.023765
33,C,-0.049856
34,H,0.002534
35,H,0.001867
36,C,0.140179
37,H,-0.014379
38,H,-0.024304
39,C,-0.094486
40,H,0.01141
41,H,0.040762
42,C,0.169341
43,H,0.016227
44,H,0.021648
45,F,-0.236135
46,C,-0.349893
47,H,0.164403
48,C,-0.01508
49,H,0.103625
50,C,-0.164028
51,H,0.122227
52,C,-0.123977
53,H,0.137713
54,C,-0.035807
55,C,0.351235
56,N,-0.439922
