index,element,charge
0,H,0.125149
1,C,-0.18044
2,C,-0.211861
3,H,0.137517
4,C,0.09224
5,C,-0.113389
6,H,0.055848
7,H,0.037631
8,C,-0.119059
9,H,0.033543
10,H,0.025695
11,C,0.202759
12,H,0.018993
13,C,-0.021608
14,H,0.016787
15,H,0.018118
16,C,-0.204515
17,H,0.032608
18,H,0.048404
19,C,0.114787
20,H,-0.014797
21,C,-0.034907
22,H,0.012975
23,H,0.038611
24,C,0.117123
25,H,0.003369
26,H,-0.014743
27,C,-0.284326
28,H,0.06722
29,H,0.055506
30,H,0.065476
31,C,-0.124482
32,H,0.031258
33,H,0.034438
34,C,-0.10316
35,H,0.028346
36,H,0.005727
37,C,-0.153327
38,H,0.127188
39,C,-0.213338
40,H,0.137201
41,C,0.18221
42,C,-0.095699
43,C,-0.155813
44,H,0.12763
45,C,-0.175221
46,H,0.12833
47,C,0.012357
48,C,0.137317
49,H,-0.009269
50,H,-0.004935
51,C,-0.1313
52,H,0.044914
53,H,0.040158
54,H,0.022899
55,C,-0.310851
56,H,0.166956
57,C,0.309591
58,F,-0.179842
