index,element,charge
0,C,-0.165987
1,C,0.063825
2,C,0.013601
3,O,-0.186737
4,C,0.385219
5,C,-0.409642
6,C,0.500966
7,O,-0.27877
8,C,-0.047495
9,C,-0.485978
10,C,0.147837
11,C,-0.468373
12,C,0.738571
13,O,-0.475821
14,O,-0.41422
15,C,0.482757
16,C,-0.30575
17,C,9.6e-05
18,C,-0.269452
19,C,0.742964
20,O,-0.483268
21,O,-0.410828
22,C,0.525389
23,C,-0.35395
24,C,-0.050408
25,C,-0.246801
26,N,0.823074
27,O,-0.441997
28,O,-0.415228
29,C,0.380993
30,F,-0.133094
31,C,-0.47745
32,C,0.017776
33,C,-0.336206
34,H,0.040612
35,H,0.063419
36,H,0.039456
37,H,0.01975
38,H,-0.00041
39,H,0.038784
40,H,0.061364
41,H,0.126915
42,H,0.095743
43,H,0.07128
44,H,0.066927
45,H,0.178941
46,H,0.099398
47,H,0.160291
48,H,0.113869
49,H,0.181591
50,H,0.155174
51,H,0.23271
52,H,0.105431
53,H,0.18314
