index,element,charge
0,C,-0.061589
1,O,-0.276189
2,C,0.580899
3,C,-0.536036
4,C,0.488378
5,F,-0.159124
6,C,-0.622082
7,C,0.807808
8,O,-0.471073
9,O,-0.369942
10,C,0.408403
11,C,-0.310802
12,C,-0.005389
13,C,-0.21543
14,C,0.685818
15,O,-0.441713
16,O,-0.408586
17,C,0.477859
18,C,-0.285081
19,C,-0.049736
20,C,-0.157244
21,N,0.82015
22,O,-0.432927
23,O,-0.432906
24,C,-0.035724
25,C,-0.317004
26,C,0.014985
27,C,0.497153
28,F,-0.15366
29,F,-0.18071
30,F,-0.162105
31,C,-0.258757
32,C,0.575858
33,F,-0.167998
34,C,-0.634673
35,H,0.104287
36,H,0.080607
37,H,0.076262
38,H,0.192364
39,H,0.184271
40,H,0.120289
41,H,0.166848
42,H,0.13913
43,H,0.137251
44,H,0.188861
45,H,0.171813
46,H,0.227189
