index,element,charge
0,H,0.133658
1,C,-0.094872
2,C,-0.189139
3,H,0.137394
4,C,0.228822
5,C,-0.21468
6,C,-0.063738
7,H,0.112373
8,C,-0.223881
9,H,0.131044
10,C,0.11917
11,C,0.139117
12,C,-0.196451
13,H,0.127566
14,C,-0.169139
15,H,0.133792
16,C,0.084223
17,C,-0.107046
18,H,0.036663
19,H,0.036571
20,C,0.094452
21,H,-0.01091
22,H,-0.010156
23,C,-0.055817
24,H,0.011692
25,H,0.011425
26,C,0.191104
27,H,-0.036281
28,H,-0.036419
29,C,-0.240824
30,H,0.049171
31,H,0.049482
32,H,0.054846
33,C,-0.163992
34,H,0.133257
35,C,-0.202705
36,H,0.128911
37,C,-0.355621
38,H,0.171193
39,C,0.385891
40,F,-0.18014
41,C,-0.172221
42,H,0.130466
43,C,-0.121396
44,H,0.139784
45,C,-0.046423
46,C,0.354002
47,N,-0.434217
