Name,dipole_Boltzmann_Debye,dipole_moment_Boltzmann_average,dipole_moment_Boltzmann_std,dipole_moment_Boltzmann_skewness,dipole_moment_mean,dipole_moment_std,dipole_moment_skewness
5-2,10.666082227219205,4.196360386607948,0.4779742300289449,-3.818817638498672,4.0124740578,0.6628655382678154,-1.9385749505450287
5-3,10.818156523637205,4.256191029173334,0.1116114510096984,1.1678068980350778,4.326823571699999,0.1422967391765626,0.5751602745070533
5-4,11.011669017606517,4.33232471600487,0.1236627060322411,-3.881308682286448,3.7978283485,0.8981466085541076,-0.9559758974250376
5-5,10.602817951125584,4.171470300779694,0.0584328995879284,0.8479159750994465,4.0035639633,0.5559778868972755,-1.4317527282130678
5-6,11.032266769708563,4.340428496674556,0.4125358390672115,-4.413571090782405,3.8620278146,0.8375301340205182,-0.8224797253463955
5-7,10.474247187758376,4.120886661278655,0.0817433783621759,1.5214492908254114,4.243219150299999,0.4792486322293516,-1.4895344499391538
5-8,10.020334750670465,3.942303735570141,0.111841802164811,1.0697511416470256,4.2867805165,0.1828431654452554,-1.074440516994436
5-9,10.531118267381247,4.143261469628062,0.0546325509603818,2.3803083294613545,4.152569015399999,0.4814898291452201,-2.2861124231169585
6-1,12.036658635804557,4.73558673282246,0.129303253702063,1.4957438458356804,4.754592839900001,0.1376839480516915,1.1871443152598762
6-2,12.071184712712974,4.7491703390948485,0.1975486190514352,-0.300102285452959,4.767243393999999,0.1792068861835711,-0.3565947500394774
6-3,11.705584290904325,4.605332039827869,0.1420474048500986,-0.0200277586353453,4.615171093400001,0.1369090171562423,0.4292005462481256
6-4,11.743774575238922,4.620357256483898,0.1703957085066472,-0.2782941821486154,4.1857486615,0.79375779712705,-1.418579473484403
6-5,10.921577574152373,4.2968800085265695,0.6035406932844742,-3.255683240687281,4.0817574891,0.8937964524529238,-0.9848562000632456
6-6,11.595046944496817,4.5618432937424975,0.140509555163619,-13.101318233240406,3.9674137715,1.0748702266348136,-0.8527101270799404
6-7,10.822115302265637,4.257748532806046,0.0647747473861534,9.083793446943805,4.731735520800001,0.2629564960807204,-0.8949488566945033
6-8,11.051068807687727,4.347825788921367,0.5854982824070974,-2.104160800972808,4.2597605423,0.7478824204562099,-1.2438015028988685
6-9,11.956654030877647,4.704110493683338,0.2242996755245203,-1.7617895645262451,4.5296966665,0.2930324421860505,-0.9998194498636688
UUQU-4-N,7.863370088811092,3.093688389324147,0.4479458419567108,1.5932137844979142,3.5865723153,0.5504459674981421,-0.4253486990871569
3JK,8.645471429427694,3.40139078783942,0.0994138674554525,1.9587846566529288,3.3977797525,0.1540741144860414,1.0310961394161593
NT3-1,10.8899954452911,4.28445464074345,0.1373871219708751,-0.2414245873259364,4.3269798612,0.1379262237424245,-0.519824220691744
NT3-2,10.813501820394784,4.254359727681202,0.1440518959568558,0.2943173806262408,4.295825336,0.1678047501762362,0.2726745553022602
NT3-3,10.486425379073651,4.125677931262075,0.1699676593638371,-0.5010432853589556,4.0495127339,0.6582413720396737,-2.46030148231266
NT3-4,10.79630325333452,4.247593289547627,0.116682706739243,-0.9109861376346584,4.259589898700001,0.1169589527848502,-1.033734765750791
NT3-5,11.01342210882789,4.333014435284993,0.0806603303993468,0.6431156699180534,4.1427489307,0.5753951325747132,-2.357897161413822
NT3-6,10.883006052989105,4.28170480173436,0.1776461979277256,-0.1414118526585885,3.9248085445,0.7418973299806689,-1.396061639782665
NT3-7,10.556371634649436,4.153196910568341,0.0350777890162037,7.351396177891154,4.3140463121,0.1588170022442978,0.1470031813382665
NT3F-1,11.485802596004724,4.518863252270181,0.1638279826562869,0.785017568709218,4.5867777685,0.1904565312140766,0.3539272917187212
NT3F-2,11.80650332999233,4.645036651967715,0.1560067699170776,-0.3073232539631019,4.7640459668,0.1542489988491763,-1.4052245854396312
NT3F-3,11.552242749378154,4.545002824585208,0.1252361030970801,-0.0796402715087533,4.544101992499999,0.1423447495179325,-0.4164268618208812
NT3F-4,11.966416184550512,4.707951221148972,0.0804855479217863,-0.2390655323014736,4.694245668300001,0.1397971761023183,-0.2322631619784713
NT3F-5,12.01086789235484,4.72543987178689,0.2007963193461397,-0.9581954832271248,4.6429171122,0.1796461188734767,0.0247803475185488
NT3F-6,10.941299060116986,4.30463903950945,0.0724058823314224,5.372798779228282,4.6932558026,0.2151762031276972,-0.4515129675800219
NT3F-7,11.082195249688242,4.360071875666665,0.2092226698327473,-1.857074218408673,4.314907684499999,0.4904101484705835,-2.4232544661034203
Sulfur-2,10.502706790788624,4.132083532653784,0.3350182463164808,-4.286148903351102,3.980231096699999,0.6238953500177572,-2.3524650756813488
Sulfur-7,9.71896949205962,3.8237374985776,1.2444877112887631,-0.9141017029005802,3.4236389013999995,1.26676220247027,-0.127308172027658
Sulfur-12,8.818349865711744,3.4694064102832245,0.0761830897917893,-8.603390486738833,3.1599774097,0.2771153694538945,-0.2957145752198157
Sulfur-13,9.367888293762237,3.68561150239333,0.0877950322257326,0.7357507842906926,3.6922942034,0.0901413025787069,0.5538788812895138
