index,element,charge
0,C,-0.214316
1,C,0.086959
2,C,-0.100918
3,C,0.187528
4,C,-0.335541
5,C,0.172226
6,O,-0.217651
7,C,0.407757
8,C,-0.428598
9,C,0.490099
10,O,-0.3949
11,C,0.727545
12,O,-0.48447
13,C,-0.294669
14,C,0.071151
15,C,-0.39778
16,C,0.487279
17,O,-0.303685
18,C,-0.020606
19,C,-0.281732
20,C,-0.030351
21,C,-0.417295
22,C,0.07276
23,C,-0.431087
24,C,0.75813
25,O,-0.483554
26,O,-0.417005
27,C,0.479163
28,C,-0.33289
29,C,-0.037179
30,C,-0.147556
31,N,0.812177
32,O,-0.436087
33,O,-0.436827
34,C,-0.056348
35,C,-0.285821
36,H,0.05268
37,H,0.05165
38,H,0.046454
39,H,-0.009251
40,H,-0.00178
41,H,0.026314
42,H,0.017582
43,H,-0.004494
44,H,-0.007038
45,H,0.094983
46,H,0.08172
47,H,0.034059
48,H,0.031521
49,H,0.149081
50,H,0.101627
51,H,0.162692
52,H,0.091938
53,H,0.060467
54,H,0.061292
55,H,0.13245
56,H,0.121214
57,H,0.197509
58,H,0.114529
59,H,0.197225
60,H,0.132
61,H,0.137348
62,H,0.160323
