index,element,charge
0,O,-0.470455
1,C,0.722735
2,O,-0.418447
3,C,0.455725
4,C,-0.305414
5,C,-0.037892
6,C,-0.145387
7,N,0.815105
8,O,-0.434219
9,O,-0.433146
10,C,-0.070044
11,C,-0.263019
12,C,-0.242469
13,C,0.027305
14,C,-0.330484
15,C,0.436475
16,O,-0.317676
17,C,0.661469
18,O,-0.475129
19,C,-0.215196
20,C,0.006446
21,C,-0.238443
22,C,-0.090791
23,S,0.038215
24,C,-0.28987
25,C,-0.02564
26,H,0.182718
27,H,0.135363
28,H,0.140706
29,H,0.16077
30,H,0.107525
31,H,0.16147
32,H,0.12399
33,H,0.162022
34,H,0.159621
35,H,0.187055
36,H,0.119008
