index,element,charge
0,C,-0.249155
1,C,0.214046
2,C,-0.233437
3,C,0.29064
4,C,-0.4552
5,C,0.466233
6,F,-0.162886
7,C,-0.533481
8,C,0.811731
9,O,-0.469832
10,O,-0.348814
11,C,0.463692
12,C,-0.490905
13,C,0.410237
14,F,-0.157158
15,C,-0.369709
16,C,0.419725
17,C,-0.502015
18,C,0.494414
19,F,-0.159036
20,C,-0.472574
21,C,0.475977
22,N,-0.434086
23,C,0.489308
24,F,-0.155944
25,C,-0.498888
26,C,0.431205
27,F,-0.156766
28,C,-0.531214
29,C,0.42497
30,F,-0.169407
31,C,-0.40023
32,H,0.053493
33,H,0.069265
34,H,0.063127
35,H,-0.02179
36,H,-0.020494
37,H,0.062343
38,H,0.084578
39,H,0.18919
40,H,0.226099
41,H,0.21515
42,H,0.216385
43,H,0.242034
44,H,0.179176
