index,element,charge
0,C,-0.036967
1,O,-0.260273
2,C,0.409015
3,C,-0.422792
4,C,0.052886
5,C,-0.304077
6,C,0.668652
7,O,-0.476225
8,O,-0.266871
9,C,0.377796
10,C,-0.271708
11,C,-0.012367
12,C,-0.24476
13,C,0.717362
14,O,-0.472751
15,O,-0.412634
16,C,0.459805
17,C,-0.307818
18,C,-0.039577
19,C,-0.142458
20,N,0.813863
21,O,-0.436075
22,O,-0.433067
23,C,-0.071272
24,C,-0.268833
25,C,0.01804
26,C,-0.304883
27,S,-0.084369
28,H,0.101394
29,H,0.084919
30,H,0.075595
31,H,0.191966
32,H,0.128495
33,H,0.152402
34,H,0.113713
35,H,0.182243
36,H,0.134875
37,H,0.141699
38,H,0.164336
39,H,0.104945
40,H,0.17578
