index,element,charge
0,C,-0.172822
1,O,-0.132464
2,C,0.279823
3,C,-0.177308
4,C,0.126256
5,S,-0.122659
6,C,-0.269682
7,C,-0.272997
8,C,0.020072
9,C,-0.38436
10,C,0.794136
11,O,-0.504549
12,O,-0.452314
13,C,0.642185
14,C,-0.603246
15,C,0.515904
16,F,-0.166071
17,C,-0.593926
18,C,0.81386
19,O,-0.471856
20,O,-0.368033
21,C,0.450651
22,C,-0.346972
23,C,-0.053098
24,C,-0.22759
25,N,0.812752
26,O,-0.436203
27,O,-0.408778
28,C,0.359279
29,F,-0.135129
30,C,-0.41458
31,C,0.522289
32,F,-0.16401
33,C,-0.601466
34,H,0.115965
35,H,0.092517
36,H,0.090511
37,H,0.12055
38,H,0.166543
39,H,0.108407
40,H,0.107922
41,H,0.170333
42,H,0.115829
43,H,0.253169
44,H,0.198773
45,H,0.155378
46,H,0.209239
47,H,0.237769
