index,element,charge
0,C,-0.076518
1,O,-0.271788
2,C,0.576227
3,C,-0.6417
4,C,0.585089
5,F,-0.169009
6,C,-0.645429
7,C,0.83221
8,O,-0.47826
9,O,-0.359001
10,C,0.429568
11,C,-0.411448
12,C,0.109796
13,C,-0.482127
14,C,0.77
15,O,-0.494035
16,O,-0.411153
17,C,0.450457
18,C,-0.266204
19,C,-0.070037
20,C,-0.134462
21,N,0.809892
22,O,-0.436052
23,O,-0.4345
24,C,-0.061191
25,C,-0.296731
26,C,0.469956
27,O,-0.186343
28,C,-0.157129
29,C,-0.438967
30,C,0.493795
31,F,-0.170975
32,C,-0.530778
33,H,0.106402
34,H,0.079187
35,H,0.081032
36,H,0.228021
37,H,0.193408
38,H,0.106894
39,H,0.156827
40,H,0.139019
41,H,0.136928
42,H,0.189488
43,H,0.123944
44,H,0.09354
45,H,0.091193
46,H,0.182288
47,H,0.188678
