index,element,charge
0,C,-0.448186
1,C,0.43461
2,C,-0.370361
3,C,0.029235
4,C,-0.387357
5,C,0.75644
6,O,-0.461622
7,O,-0.399857
8,C,0.528809
9,C,-0.39997
10,C,0.088384
11,C,-0.485105
12,C,0.783494
13,O,-0.499975
14,O,-0.312455
15,C,0.412352
16,C,-0.501293
17,C,0.306075
18,F,-0.13815
19,C,0.014091
20,F,-0.103104
21,C,0.308914
22,F,-0.135134
23,C,-0.499755
24,C,0.510675
25,F,-0.188554
26,C,-0.520883
27,C,0.443633
28,F,-0.162362
29,C,-0.473067
30,H,0.120121
31,H,0.131402
32,H,0.13155
33,H,0.160598
34,H,0.117729
35,H,0.177141
36,H,0.114666
37,H,0.249149
38,H,0.240238
39,H,0.231292
40,H,0.196592
