index,element,charge
0,C,-0.177072
1,C,0.155999
2,C,-0.120007
3,O,-0.283431
4,C,0.232914
5,C,0.125289
6,C,-0.443435
7,C,0.435338
8,F,-0.167475
9,C,-0.363962
10,C,0.378541
11,C,-0.481316
12,C,0.442079
13,F,-0.161353
14,C,-0.29373
15,C,0.08857
16,C,-0.247463
17,C,0.428953
18,C,-0.473751
19,C,0.449895
20,F,-0.150317
21,C,-0.421692
22,C,0.463328
23,N,-0.431167
24,C,0.446327
25,F,-0.150161
26,C,-0.467429
27,C,0.449369
28,F,-0.163439
29,C,-0.487123
30,C,0.404785
31,F,-0.162404
32,C,-0.3681
33,H,0.038059
34,H,0.050728
35,H,0.047214
36,H,-0.028295
37,H,-0.008175
38,H,0.052666
39,H,0.105513
40,H,0.034576
41,H,0.02603
42,H,0.173025
43,H,0.209021
44,H,0.220657
45,H,0.218474
46,H,0.213689
47,H,0.160259
