index,element,charge
0,H,0.126737
1,C,-0.073902
2,C,-0.057481
3,C,0.343126
4,N,-0.434529
5,C,-0.067818
6,H,0.12545
7,C,-0.239391
8,H,0.151097
9,C,0.105674
10,C,0.009857
11,H,0.039052
12,C,0.038548
13,H,-0.001767
14,H,0.01126
15,C,-0.166738
16,H,0.024488
17,H,0.043206
18,C,0.141425
19,H,-0.006659
20,C,0.050521
21,H,0.003711
22,H,0.048468
23,C,-0.148865
24,H,0.061399
25,H,0.016882
26,C,0.075097
27,H,8e-05
28,H,0.00154
29,C,-0.195971
30,H,0.03003
31,H,0.049119
32,H,0.053001
33,C,-0.252744
34,H,0.053568
35,H,0.063639
36,C,0.049779
37,H,0.017413
38,H,-0.014012
39,C,-0.188141
40,H,0.113852
