index,element,charge
0,C,-0.069251
1,O,-0.283114
2,C,0.535759
3,C,-0.379144
4,C,0.054676
5,C,-0.541747
6,C,0.83518
7,O,-0.511034
8,O,-0.474903
9,C,0.500879
10,C,-0.35574
11,C,0.022893
12,C,-0.261438
13,C,0.749828
14,O,-0.487309
15,O,-0.41369
16,C,0.499869
17,C,-0.353206
18,C,-0.06421
19,C,-0.189541
20,C,0.304763
21,C,-0.413773
22,C,0.404557
23,F,-0.147668
24,C,-0.471888
25,C,0.72959
26,F,-0.222698
27,F,-0.208316
28,O,-0.316064
29,C,0.368766
30,C,-0.454413
31,C,0.299122
32,F,-0.13366
33,C,0.002067
34,F,-0.100224
35,C,0.298408
36,F,-0.133079
37,C,-0.452061
38,C,0.474779
39,F,-0.160613
40,C,-0.464232
41,C,0.404259
42,F,-0.166344
43,C,-0.504861
44,C,-0.040363
45,C,-0.26752
46,C,0.561458
47,O,-0.184324
48,C,-0.19014
49,C,-0.58781
50,H,0.100372
51,H,0.074383
52,H,0.072734
53,H,0.149606
54,H,0.120083
55,H,0.183982
56,H,0.107233
57,H,0.177164
58,H,0.134513
59,H,0.184387
60,H,0.217703
61,H,0.221513
62,H,0.197978
63,H,0.233572
64,H,0.117745
65,H,0.157203
66,H,0.120174
67,H,0.105431
68,H,0.10199
69,H,0.179762
