index,element,charge
0,H,0.13668
1,C,-0.121285
2,C,-0.153589
3,H,0.122266
4,C,0.126044
5,C,0.039821
6,C,-0.140525
7,H,0.118004
8,C,-0.211901
9,H,0.142041
10,C,0.162002
11,C,-0.217655
12,H,0.058682
13,H,0.059822
14,C,0.146081
15,H,-0.018534
16,H,-0.018183
17,C,0.039948
18,H,-0.012645
19,H,-0.009741
20,C,-0.020279
21,H,-0.006377
22,H,-0.009362
23,C,0.00372
24,H,-0.009035
25,H,-0.008431
26,C,0.146368
27,H,-0.01476
28,H,-0.024883
29,C,-0.111901
30,H,0.014755
31,H,0.043415
32,C,0.166491
33,H,0.01814
34,H,0.024389
35,F,-0.233848
36,C,-0.199335
37,H,0.136546
38,C,-0.149301
39,H,0.117536
40,C,-0.15873
41,H,0.125185
42,C,-0.118606
43,H,0.136398
44,C,-0.026087
45,C,0.345209
46,N,-0.434551
