index,element,charge
0,C,-0.272255
1,C,0.154616
2,C,-0.167002
3,C,0.173884
4,C,-0.167246
5,O,-0.299339
6,C,0.5226
7,C,0.006676
8,C,-0.372623
9,C,0.504779
10,F,-0.172641
11,C,-0.586985
12,C,0.83762
13,O,-0.47822
14,O,-0.368758
15,C,0.428756
16,C,-0.300851
17,C,-0.09833
18,C,-0.154397
19,C,0.31787
20,C,-0.46384
21,C,0.471092
22,F,-0.15828
23,C,-0.448885
24,C,0.46734
25,N,-0.433364
26,C,0.478279
27,F,-0.15521
28,C,-0.467827
29,C,0.385665
30,F,-0.160818
31,C,-0.480274
32,C,0.488052
33,F,-0.184525
34,C,-0.331919
35,O,-0.314823
36,C,-0.128479
37,H,0.063967
38,H,0.066191
39,H,0.057264
40,H,-0.00893
41,H,-0.018233
42,H,0.055895
43,H,0.055603
44,H,0.019345
45,H,0.07132
46,H,0.118735
47,H,-0.004195
48,H,0.16624
49,H,0.176826
50,H,0.139581
51,H,0.198904
52,H,0.204335
53,H,0.233928
54,H,0.151486
55,H,0.055899
56,H,0.125502
