index,element,charge
0,C,-0.024401
1,O,-0.299395
2,C,0.480141
3,C,-0.288955
4,C,-0.022855
5,C,-0.312586
6,C,0.721936
7,O,-0.481479
8,O,-0.369734
9,C,0.481076
10,C,-0.416494
11,C,0.132676
12,C,-0.548742
13,C,0.789729
14,O,-0.48895
15,O,-0.379255
16,C,0.474389
17,C,-0.322708
18,C,-0.061712
19,C,-0.248457
20,N,0.816095
21,O,-0.44202
22,O,-0.415585
23,C,0.401901
24,F,-0.142395
25,C,-0.47688
26,C,0.519142
27,O,-0.195788
28,C,-0.161287
29,C,-0.478296
30,C,0.087321
31,C,-0.384268
32,H,0.093972
33,H,0.063363
34,H,0.059164
35,H,0.13134
36,H,0.113044
37,H,0.19363
38,H,0.094689
39,H,0.172529
40,H,0.157098
41,H,0.229501
42,H,0.127725
43,H,0.090252
44,H,0.096046
45,H,0.175609
46,H,0.097222
47,H,0.162654
