index,element,charge
0,C,-0.03527
1,O,-0.286434
2,C,0.521522
3,C,-0.470675
4,C,0.169114
5,C,-0.584548
6,C,0.855126
7,O,-0.51881
8,O,-0.456831
9,C,0.640485
10,C,-0.605552
11,C,0.500675
12,F,-0.156194
13,C,-0.587629
14,C,0.811874
15,O,-0.475687
16,O,-0.361251
17,C,0.492448
18,C,-0.518021
19,C,0.476425
20,F,-0.172567
21,C,-0.50212
22,C,0.357418
23,C,-0.231124
24,C,-0.092803
25,C,-0.101552
26,C,0.581862
27,F,-0.193732
28,F,-0.199792
29,O,-0.329207
30,C,0.43543
31,C,-0.493558
32,C,0.30369
33,F,-0.131563
34,C,0.001931
35,F,-0.100497
36,C,0.290979
37,F,-0.126441
38,C,-0.481541
39,C,-0.089272
40,C,-0.229248
41,C,0.495269
42,F,-0.176617
43,C,-0.556082
44,C,0.517238
45,F,-0.162036
46,C,-0.60299
47,C,0.473677
48,O,-0.164775
49,C,-0.179564
50,C,-0.464204
51,H,0.096368
52,H,0.064043
53,H,0.065744
54,H,0.175379
55,H,0.100535
56,H,0.252708
57,H,0.21766
58,H,0.151502
59,H,0.126255
60,H,0.227639
61,H,0.220147
62,H,0.119935
63,H,0.153562
64,H,0.242696
65,H,0.239618
66,H,0.09761
67,H,0.095721
68,H,0.118593
69,H,0.147312
