index,element,charge
0,C,-0.489202
1,C,0.196779
2,C,0.090468
3,O,-0.408924
4,C,0.442365
5,C,0.070905
6,C,-0.331649
7,C,0.439263
8,F,-0.162166
9,C,-0.504542
10,C,0.811703
11,O,-0.470201
12,O,-0.401918
13,C,0.493396
14,C,-0.346153
15,C,-0.01744
16,C,-0.282184
17,C,0.24556
18,C,-0.18737
19,C,-0.106379
20,C,-0.072828
21,N,0.791378
22,O,-0.427626
23,O,-0.429706
24,C,-0.122564
25,C,-0.172733
26,C,0.440103
27,F,-0.17119
28,C,-0.511973
29,C,0.451352
30,F,-0.16526
31,C,-0.375849
32,O,-0.374155
33,C,0.042398
34,H,0.118803
35,H,0.124087
36,H,0.117937
37,H,0.027989
38,H,0.064343
39,H,0.016731
40,H,0.014915
41,H,0.180231
42,H,0.173957
43,H,0.117932
44,H,0.144141
45,H,0.140656
46,H,0.140038
47,H,0.134948
48,H,0.234667
49,H,0.165266
50,H,0.074104
51,H,0.025598
