index,element,charge
0,H,0.135852
1,C,-0.112872
2,C,-0.175781
3,H,0.125785
4,C,0.182933
5,C,-0.118384
6,C,-0.069453
7,H,0.12032
8,C,-0.307068
9,H,0.117997
10,C,0.4815
11,O,-0.436854
12,C,0.363004
13,H,-0.022879
14,H,-0.021436
15,C,-0.079771
16,H,0.031114
17,H,0.032693
18,C,-0.036373
19,H,-0.004827
20,H,-0.003621
21,C,0.142253
22,H,-0.033431
23,H,-0.03331
24,C,-0.0155
25,H,-0.005002
26,H,-0.004803
27,C,0.015696
28,H,-0.013196
29,H,-0.012801
30,C,0.126292
31,H,-0.032833
32,H,-0.033562
33,C,-0.041711
34,H,-0.001769
35,H,-0.002159
36,C,-0.007327
37,H,0.017444
38,H,0.018413
39,C,0.210783
40,H,0.008798
41,H,0.0091
42,F,-0.256161
43,C,-0.352037
44,H,0.165673
45,C,-0.022434
46,H,0.105376
47,C,-0.163653
48,H,0.123105
49,C,-0.122036
50,H,0.137682
51,C,-0.043894
52,C,0.357194
53,N,-0.442072
