index,element,charge
0,C,-0.162802
1,O,-0.184833
2,C,0.426778
3,C,-0.299716
4,C,-0.038998
5,C,-0.198652
6,C,0.015906
7,C,-0.387662
8,C,0.77727
9,O,-0.49902
10,O,-0.468571
11,C,0.562378
12,C,-0.357632
13,C,0.004382
14,C,-0.256715
15,C,0.720587
16,O,-0.473835
17,O,-0.412328
18,C,0.45647
19,C,-0.266965
20,C,-0.068815
21,C,-0.145189
22,N,0.81837
23,O,-0.43626
24,O,-0.434615
25,C,-0.044105
26,C,-0.301672
27,C,0.027311
28,C,-0.377443
29,H,0.115071
30,H,0.092906
31,H,0.088453
32,H,0.13902
33,H,0.114822
34,H,0.126702
35,H,0.110319
36,H,0.196478
37,H,0.114971
38,H,0.159711
39,H,0.139872
40,H,0.136419
41,H,0.183333
42,H,0.10449
43,H,0.183813
