index,element,charge
0,C,-0.205935
1,C,0.098275
2,C,-0.05597
3,C,0.074479
4,C,-0.164745
5,C,0.098786
6,C,-0.055933
7,O,-0.323492
8,C,0.466971
9,C,0.037923
10,C,-0.371606
11,C,0.491026
12,F,-0.163665
13,C,-0.550626
14,C,0.78933
15,O,-0.47298
16,O,-0.348914
17,C,0.379783
18,C,-0.272602
19,C,-0.117718
20,C,0.035407
21,C,0.236609
22,C,-0.447627
23,C,0.483161
24,F,-0.157855
25,C,-0.451082
26,C,0.46314
27,N,-0.429035
28,C,0.487309
29,F,-0.155805
30,C,-0.458672
31,C,-0.06666
32,C,0.533259
33,F,-0.159917
34,F,-0.173904
35,F,-0.176181
36,C,-0.265591
37,C,0.461186
38,F,-0.170898
39,C,-0.345253
40,O,-0.27616
41,C,-0.140784
42,H,0.050802
43,H,0.032041
44,H,0.056862
45,H,-0.012417
46,H,-0.008421
47,H,-0.004648
48,H,0.022073
49,H,0.020336
50,H,-0.006202
51,H,0.059141
52,H,0.069149
53,H,0.020147
54,H,0.046931
55,H,0.097566
56,H,0.00598
57,H,0.158841
58,H,0.188105
59,H,0.1327
60,H,0.196033
61,H,0.201967
62,H,0.172803
63,H,0.161992
64,H,0.068285
65,H,0.1129
