index,element,charge
0,H,0.1384
1,C,-0.063307
2,C,-0.282504
3,H,0.161267
4,C,0.476592
5,O,-0.423811
6,C,0.717181
7,O,-0.484046
8,C,-0.251867
9,C,-0.044019
10,H,0.122221
11,C,-0.246117
12,H,0.118032
13,C,0.389371
14,O,-0.302615
15,C,0.168116
16,H,0.022734
17,H,0.028293
18,C,-0.189117
19,H,0.043542
20,H,0.062861
21,C,0.220582
22,H,-0.036851
23,H,-0.030903
24,C,-0.113087
25,H,0.012594
26,H,0.015101
27,C,0.011821
28,H,-0.002559
29,H,-0.010694
30,C,0.226422
31,H,-0.042815
32,H,-0.043579
33,C,-0.289115
34,H,0.061004
35,H,0.063698
36,H,0.060286
37,C,-0.329864
38,H,0.157359
39,C,0.024731
40,H,0.10668
41,C,-0.318985
42,H,0.184465
43,C,-0.032324
44,H,0.130738
45,C,-0.11636
46,C,0.369693
47,N,-0.439243
