index,element,charge
0,C,-0.201931
1,C,0.218264
2,C,-0.161824
3,C,0.054356
4,C,0.00869
5,C,0.083334
6,C,-0.219374
7,C,0.176102
8,O,-0.194669
9,C,0.310039
10,C,-0.37019
11,C,0.487888
12,O,-0.282183
13,C,-0.038953
14,C,-0.468145
15,C,0.109577
16,C,-0.396107
17,C,0.704816
18,O,-0.467484
19,O,-0.413916
20,C,0.535437
21,C,-0.371612
22,C,0.041609
23,C,-0.285446
24,C,0.752047
25,O,-0.485706
26,O,-0.419495
27,C,0.52595
28,C,-0.353829
29,C,-0.05768
30,C,-0.237568
31,N,0.819748
32,O,-0.440312
33,O,-0.414554
34,C,0.37345
35,F,-0.13298
36,C,-0.471789
37,C,0.01838
38,C,-0.359867
39,H,0.033811
40,H,0.044392
41,H,0.050785
42,H,-0.035031
43,H,-0.059582
44,H,0.036656
45,H,0.022213
46,H,-0.020326
47,H,-0.00092
48,H,0.007269
49,H,0.01723
50,H,-0.012787
51,H,0.00288
52,H,0.067877
53,H,0.045348
54,H,0.023247
55,H,0.02915
56,H,0.109203
57,H,0.092787
58,H,0.070248
59,H,0.065443
60,H,0.177027
61,H,0.104177
62,H,0.170147
63,H,0.10369
64,H,0.182342
65,H,0.156831
66,H,0.232913
67,H,0.111694
68,H,0.197215
