index,element,charge
0,C,-0.257297
1,C,0.12483
2,C,-0.004655
3,C,0.015195
4,C,-0.121579
5,O,-0.30047
6,C,0.506567
7,C,0.032657
8,C,-0.367253
9,C,0.449007
10,F,-0.157928
11,C,-0.479033
12,C,0.68557
13,F,-0.211511
14,F,-0.193324
15,O,-0.370343
16,C,0.389657
17,C,-0.273258
18,C,-0.149677
19,C,0.074196
20,C,0.200386
21,C,-0.419527
22,C,0.452938
23,F,-0.155631
24,C,-0.433243
25,C,0.466599
26,N,-0.436949
27,C,0.457396
28,F,-0.15854
29,C,-0.418403
30,C,-0.157064
31,C,-0.229173
32,C,0.484922
33,F,-0.169846
34,C,-0.384768
35,O,-0.346027
36,C,-0.033408
37,H,0.062759
38,H,0.059011
39,H,0.060073
40,H,-0.023287
41,H,-0.005044
42,H,0.041129
43,H,0.016512
44,H,0.031461
45,H,0.068119
46,H,0.112051
47,H,0.001452
48,H,0.163113
49,H,0.17362
50,H,0.13624
51,H,0.187731
52,H,0.184222
53,H,0.139741
54,H,0.162151
55,H,0.174636
56,H,0.047758
57,H,0.095537
