index,element,charge
0,H,0.053348
1,C,0.352394
2,N,-0.682614
3,C,0.97028
4,C,-0.454092
5,C,0.076134
6,H,0.082653
7,C,-0.320745
8,H,0.11909
9,C,0.428807
10,O,-0.319797
11,C,0.203013
12,H,0.011928
13,H,0.013839
14,C,-0.146598
15,H,0.050804
16,H,0.031231
17,C,0.090429
18,H,-0.013438
19,H,-0.014238
20,C,-0.036072
21,H,0.008487
22,H,0.003743
23,C,0.190721
24,H,-0.041129
25,H,-0.034816
26,C,-0.241312
27,H,0.050066
28,H,0.04868
29,H,0.052382
30,C,-0.386775
31,H,0.159025
32,C,0.134762
33,H,0.069592
34,N,-0.684201
35,C,0.347645
36,H,0.059372
37,C,-0.322232
38,C,-0.11207
39,H,0.054514
40,H,0.053244
41,C,0.182946
42,H,-0.023998
43,H,-0.026939
44,C,-0.097459
45,H,0.010118
46,H,0.01013
47,C,0.026109
48,H,-0.008106
49,H,-0.008629
50,C,0.212689
51,H,-0.039523
52,H,-0.041153
53,C,-0.277571
54,H,0.058089
55,H,0.058459
56,H,0.058783
