index,element,charge
0,C,-0.05029
1,O,-0.276356
2,C,0.501197
3,C,-0.467733
4,C,0.170829
5,C,-0.570553
6,C,0.812461
7,O,-0.5009
8,O,-0.39747
9,C,0.555331
10,C,-0.545833
11,C,0.494206
12,F,-0.168432
13,C,-0.569652
14,C,0.804499
15,O,-0.464404
16,O,-0.378383
17,C,0.469068
18,C,-0.357783
19,C,-0.043062
20,C,-0.244466
21,N,0.819783
22,O,-0.43821
23,O,-0.410938
24,C,0.374345
25,F,-0.140036
26,C,-0.429714
27,C,0.499322
28,F,-0.157447
29,C,-0.558857
30,C,0.465179
31,O,-0.182865
32,C,-0.168663
33,C,-0.440236
34,H,0.098707
35,H,0.071045
36,H,0.068443
37,H,0.176591
38,H,0.100048
39,H,0.222622
40,H,0.199024
41,H,0.156859
42,H,0.210938
43,H,0.242137
44,H,0.119324
45,H,0.093952
46,H,0.094967
47,H,0.141405
