index,element,charge
0,C,-0.304698
1,C,0.233385
2,C,-0.02386
3,C,-0.183721
4,C,0.073552
5,C,-0.023861
6,C,-0.162718
7,C,-0.028284
8,C,0.115399
9,O,-0.298503
10,C,0.450349
11,C,-0.497335
12,C,0.49618
13,O,-0.337221
14,C,0.035099
15,C,-0.408548
16,C,0.067624
17,C,-0.442117
18,C,0.753644
19,O,-0.49965
20,O,-0.390491
21,C,0.453783
22,C,-0.336239
23,C,0.013589
24,C,-0.239011
25,C,0.727533
26,O,-0.479936
27,O,-0.425069
28,C,0.47973
29,C,-0.314741
30,C,-0.043413
31,C,-0.145244
32,N,0.817839
33,O,-0.438327
34,O,-0.435783
35,C,-0.064961
36,C,-0.283206
37,C,-0.04905
38,C,-0.24816
39,H,0.065426
40,H,0.068181
41,H,0.065799
42,H,-0.046928
43,H,-0.035011
44,H,0.022024
45,H,-0.010442
46,H,0.004409
47,H,0.05768
48,H,0.016344
49,H,-0.004123
50,H,0.009671
51,H,0.027718
52,H,0.046242
53,H,0.054661
54,H,0.047177
55,H,0.016935
56,H,0.025645
57,H,0.061368
58,H,0.190514
59,H,0.082926
60,H,0.100553
61,H,0.049486
62,H,0.169682
63,H,0.117414
64,H,0.180681
65,H,0.10854
66,H,0.185416
67,H,0.136348
68,H,0.139331
69,H,0.166928
70,H,0.119733
71,H,0.146117
