index,element,charge
0,C,-0.362182
1,C,0.173926
2,C,0.017467
3,C,-0.231291
4,C,-0.014484
5,C,0.228036
6,C,-0.331297
7,C,0.226747
8,O,-0.300533
9,C,0.58289
10,C,-0.595698
11,C,0.532267
12,O,-0.2651
13,C,-0.084062
14,C,-0.401118
15,C,0.059127
16,C,-0.492045
17,C,0.732457
18,O,-0.459142
19,O,-0.388436
20,C,0.416403
21,C,-0.282223
22,C,-0.019518
23,C,-0.216926
24,C,0.70691
25,O,-0.482119
26,O,-0.408584
27,C,0.447734
28,C,-0.287222
29,C,-0.077172
30,C,-0.052081
31,C,0.116988
32,C,-0.122358
33,C,-0.138315
34,C,-0.059226
35,N,0.788986
36,O,-0.429175
37,O,-0.431156
38,C,-0.125534
39,C,-0.132799
40,C,-0.048205
41,C,-0.327609
42,C,-0.033233
43,C,-0.270514
44,H,0.077305
45,H,0.086088
46,H,0.079916
47,H,-0.005562
48,H,-0.020391
49,H,0.00658
50,H,0.026984
51,H,0.05704
52,H,0.05264
53,H,-0.006584
54,H,0.01001
55,H,-0.029569
56,H,-0.01974
57,H,0.064118
58,H,0.094425
59,H,0.025961
60,H,0.022313
61,H,0.162298
62,H,0.101672
63,H,0.07684
64,H,0.076134
65,H,0.152727
66,H,0.116237
67,H,0.15624
68,H,0.113788
69,H,0.158761
70,H,0.115409
71,H,0.121152
72,H,0.14127
73,H,0.140012
74,H,0.118134
75,H,0.11401
76,H,0.187662
77,H,0.117016
78,H,0.148521
