index,element,charge
0,H,0.137575
1,C,-0.122631
2,C,-0.168075
3,H,0.125089
4,C,0.178094
5,C,-0.119492
6,C,-0.067113
7,H,0.117698
8,C,-0.309507
9,H,0.120162
10,C,0.494354
11,O,-0.443072
12,C,0.332004
13,H,-0.017376
14,H,-0.01702
15,C,-0.023928
16,H,0.023206
17,H,0.025178
18,C,-0.047202
19,H,0.000667
20,H,-0.003407
21,C,0.024678
22,H,-0.007554
23,H,-0.006182
24,C,0.126181
25,H,-0.008567
26,H,-0.016784
27,C,-0.122673
28,H,0.018821
29,H,0.048263
30,C,0.180718
31,H,0.014883
32,H,0.022464
33,F,-0.236436
34,C,-0.358635
35,H,0.167116
36,C,-0.019396
37,H,0.105621
38,C,-0.162428
39,H,0.122715
40,C,-0.127821
41,H,0.138016
42,C,-0.025553
43,C,0.345206
44,N,-0.437861
