index,element,charge
0,H,0.136235
1,C,-0.12022
2,C,-0.159418
3,H,0.122678
4,C,0.168505
5,C,-0.115193
6,C,-0.065952
7,H,0.11655
8,C,-0.300093
9,H,0.115558
10,C,0.463131
11,O,-0.43332
12,C,0.403468
13,H,-0.028665
14,H,-0.027842
15,C,-0.156003
16,H,0.045962
17,H,0.057247
18,C,-0.065018
19,H,0.015312
20,H,0.010025
21,C,0.257437
22,H,-0.02973
23,H,-0.039443
24,C,-0.334069
25,H,0.096845
26,H,0.089214
27,C,0.111087
28,H,0.076138
29,H,0.068001
30,O,-0.136728
31,C,0.049912
32,C,0.098457
33,F,-0.145173
34,C,0.277196
35,F,-0.10462
36,C,-0.505346
37,C,0.544024
38,N,-0.455719
39,C,0.332588
40,F,-0.116675
41,C,0.020065
42,F,-0.096195
43,C,-0.344888
44,H,0.165971
45,C,-0.022464
46,H,0.10723
47,C,-0.157939
48,H,0.121314
49,C,-0.122897
50,H,0.138267
51,C,-0.040025
52,C,0.357385
53,N,-0.442167
