index,element,charge
0,C,-0.028595
1,O,-0.296957
2,C,0.5469
3,C,-0.467031
4,C,0.110315
5,C,-0.44752
6,C,0.765529
7,O,-0.459165
8,O,-0.427023
9,C,0.45317
10,C,-0.259655
11,C,-0.037678
12,C,-0.253641
13,C,0.724603
14,O,-0.445866
15,O,-0.391313
16,C,0.580032
17,C,-0.565797
18,C,0.518139
19,F,-0.15514
20,C,-0.512635
21,C,0.488538
22,N,-0.438401
23,C,0.520602
24,F,-0.150593
25,C,-0.581588
26,C,0.036938
27,C,0.520394
28,F,-0.170113
29,F,-0.159265
30,F,-0.179912
31,C,-0.309234
32,C,0.430154
33,F,-0.151341
34,C,-0.46034
35,H,0.096424
36,H,0.067624
37,H,0.070048
38,H,0.180061
39,H,0.116344
40,H,0.154985
41,H,0.125285
42,H,0.229764
43,H,0.249638
44,H,0.185897
45,H,0.177419
