index,element,charge
0,H,0.137913
1,C,-0.122242
2,C,-0.16427
3,H,0.125692
4,C,0.144591
5,C,0.037556
6,C,-0.152031
7,H,0.11852
8,C,-0.181724
9,H,0.134449
10,C,0.10662
11,C,-0.169831
12,H,0.051083
13,H,0.050758
14,C,0.217688
15,H,-0.03391
16,H,-0.034636
17,C,-0.096516
18,H,0.009092
19,H,0.008371
20,C,0.012646
21,H,-0.007934
22,H,-0.007284
23,C,0.216714
24,H,-0.041423
25,H,-0.040225
26,C,-0.274557
27,H,0.058643
28,H,0.058592
29,H,0.056576
30,C,-0.176702
31,H,0.131521
32,C,-0.15584
33,H,0.119634
34,C,-0.169457
35,H,0.126986
36,C,-0.118632
37,H,0.137727
38,C,-0.023624
39,C,0.343631
40,N,-0.434165
