index,element,charge
0,C,-0.040939
1,O,-0.296774
2,C,0.549811
3,C,-0.470276
4,C,0.11704
5,C,-0.465999
6,C,0.766017
7,O,-0.4639
8,O,-0.393971
9,C,0.470374
10,C,-0.405885
11,C,0.113214
12,C,-0.525967
13,C,0.824148
14,O,-0.501015
15,O,-0.439995
16,C,0.63191
17,C,-0.608264
18,C,0.51863
19,F,-0.154426
20,C,-0.509025
21,C,0.484199
22,N,-0.443852
23,C,0.526691
24,F,-0.162675
25,C,-0.610853
26,C,0.490431
27,O,-0.185177
28,C,-0.177922
29,C,-0.458095
30,C,0.444434
31,F,-0.156054
32,C,-0.469578
33,H,0.099017
34,H,0.071642
35,H,0.070638
36,H,0.178881
37,H,0.109829
38,H,0.192723
39,H,0.10827
40,H,0.257836
41,H,0.24626
42,H,0.118583
43,H,0.102322
44,H,0.098927
45,H,0.17113
46,H,0.177684
