index,element,charge
0,H,0.085771
1,C,-0.009403
2,H,0.031293
3,H,0.02604
4,O,-0.403015
5,C,0.3599
6,H,-0.006029
7,C,-0.114237
8,H,0.048341
9,H,0.045922
10,C,-0.167433
11,H,0.035232
12,H,0.050728
13,C,0.014851
14,H,0.008464
15,C,0.135331
16,H,0.003877
17,C,-0.034089
18,H,0.043524
19,H,0.051207
20,C,-0.295042
21,H,0.061194
22,H,0.0687
23,C,0.219768
24,H,-0.026907
25,C,-0.097508
26,H,0.043004
27,H,0.023573
28,C,0.147956
29,H,-0.023869
30,H,-0.009565
31,C,-0.270346
32,H,0.056143
33,H,0.063481
34,H,0.060288
35,C,-0.228527
36,H,0.040388
37,H,0.051082
38,C,0.009261
39,H,-0.002444
40,H,0.014201
41,C,-0.174341
42,H,0.04615
43,H,0.048848
44,C,-0.068974
45,H,0.031127
46,H,0.006084
