index,element,charge
0,H,0.117094
1,C,-0.255685
2,C,-0.089201
3,C,-0.088273
4,C,0.160617
5,C,-0.15932
6,H,0.122505
7,C,-0.122065
8,H,0.137335
9,C,-0.034176
10,C,0.351091
11,N,-0.439727
12,C,-0.118267
13,H,0.13626
14,C,-0.162225
15,H,0.122633
16,C,-0.033505
17,H,0.10626
18,C,-0.313926
19,H,0.157413
20,C,0.36292
21,O,-0.323626
22,C,0.279484
23,H,0.006173
24,H,-0.00267
25,C,-0.286449
26,H,0.07776
27,H,0.070287
28,C,0.122448
29,H,0.001129
30,H,-0.011022
31,C,0.123779
32,H,0.000186
33,H,-0.014856
34,C,-0.35981
35,H,0.094609
36,H,0.095913
37,C,0.164786
38,H,0.062372
39,H,0.055244
40,O,-0.127766
41,C,-0.017963
42,C,0.135824
43,F,-0.157576
44,C,0.239649
45,F,-0.121662
46,C,-0.527639
47,C,0.520505
48,C,-0.318467
49,H,0.174598
50,C,-0.052011
51,H,0.133823
52,C,-0.102831
53,C,0.373815
54,N,-0.436068
55,C,-0.057153
56,H,0.13513
57,C,-0.308493
58,H,0.171905
59,C,0.296735
60,F,-0.136084
61,C,0.059067
62,F,-0.110238
63,H,0.119405
