index,element,charge
0,H,0.055195
1,C,0.353376
2,N,-0.688322
3,C,0.981691
4,C,-0.456221
5,C,0.076886
6,H,0.083763
7,C,-0.318201
8,H,0.114569
9,C,0.417401
10,O,-0.33703
11,C,0.287687
12,H,-0.000631
13,H,0.004308
14,C,-0.294711
15,H,0.056535
16,H,0.080465
17,C,0.145862
18,H,-0.015519
19,H,-0.0147
20,C,0.140736
21,H,-0.022071
22,H,-0.020142
23,C,-0.290394
24,H,0.064835
25,H,0.058799
26,H,0.068475
27,C,-0.369197
28,H,0.157344
29,C,0.121608
30,H,0.071845
31,N,-0.687295
32,C,0.352715
33,H,0.057008
34,C,-0.333248
35,C,-0.088333
36,H,0.049468
37,H,0.04647
38,C,0.178823
39,H,-0.024537
40,H,-0.027357
41,C,-0.095776
42,H,0.008633
43,H,0.009167
44,C,0.030182
45,H,-0.009884
46,H,-0.008205
47,C,0.207618
48,H,-0.03945
49,H,-0.039243
50,C,-0.279869
51,H,0.059407
52,H,0.059077
53,H,0.060387
