index,element,charge
0,C,-0.042037
1,O,-0.292158
2,C,0.542003
3,C,-0.472342
4,C,0.10957
5,C,-0.443402
6,C,0.776074
7,O,-0.473738
8,O,-0.430745
9,C,0.469255
10,C,-0.335881
11,C,0.008315
12,C,-0.233695
13,C,0.718065
14,O,-0.481526
15,O,-0.417669
16,C,0.477357
17,C,-0.308186
18,C,-0.048554
19,C,-0.145429
20,N,0.81501
21,O,-0.433461
22,O,-0.434951
23,C,-0.055961
24,C,-0.288126
25,C,-0.023302
26,C,-0.284612
27,C,0.426824
28,F,-0.154512
29,C,-0.458275
30,H,0.098608
31,H,0.071196
32,H,0.070974
33,H,0.181073
34,H,0.116739
35,H,0.182848
36,H,0.113052
37,H,0.189277
38,H,0.137048
39,H,0.138395
40,H,0.164799
41,H,0.11979
42,H,0.156594
43,H,0.175696
