index,element,charge
0,C,-0.268383
1,C,0.133699
2,C,-0.029926
3,C,0.050912
4,C,-0.162054
5,O,-0.274986
6,C,0.473419
7,C,0.006243
8,C,-0.349671
9,C,0.448018
10,F,-0.179902
11,C,-0.415357
12,C,0.245149
13,C,-0.179078
14,C,-0.15554
15,C,0.080803
16,C,0.235732
17,C,-0.461676
18,C,0.489866
19,F,-0.154412
20,C,-0.461798
21,C,0.468118
22,N,-0.431127
23,C,0.494078
24,F,-0.161761
25,C,-0.453538
26,C,-0.120582
27,C,0.521627
28,F,-0.154593
29,F,-0.176681
30,F,-0.169726
31,C,-0.170898
32,C,0.454172
33,F,-0.179061
34,C,-0.375909
35,O,-0.319026
36,C,-0.066884
37,H,0.064108
38,H,0.06223
39,H,0.064679
40,H,-0.025138
41,H,-0.005537
42,H,0.048689
43,H,0.020968
44,H,0.027167
45,H,0.075506
46,H,0.119613
47,H,0.004366
48,H,0.159853
49,H,0.145316
50,H,0.132228
51,H,0.204278
52,H,0.193052
53,H,0.155426
54,H,0.170887
55,H,0.05517
56,H,0.097872
