family,metric,mean,std,ci_low,ci_high,observed,p_value,n_folds,n_perm,chance_macro_auprc
dipole_prop,MacroAUPRC,0.524355583418988,0.05956970391874069,0.48238434272294667,0.5660647443908164,0.4876030245796372,0.047619047619047616,5,20,0.3333333333333333
sigma_profile,MacroAUPRC,0.5529590651117176,0.043354330388545775,0.5238968968424478,0.5877577993842755,0.5127173363871133,0.047619047619047616,5,20,0.3333333333333333
graphmol_conf0,MacroAUPRC,0.7376609724281955,0.05674911717127259,0.6913678177311616,0.7745978829683436,0.7107524486560903,0.047619047619047616,5,20,0.3333333333333333
graphmol_boltzmann,MacroAUPRC,0.7758991638308497,0.07098587184878687,0.7136689128054938,0.8268127256058505,0.746652548634929,0.047619047619047616,5,20,0.3333333333333333
graphmol_dipole,MacroAUPRC,0.7789702408117186,0.07736943277515806,0.7173866591862984,0.8365518454281745,0.7536056087045976,0.047619047619047616,5,20,0.3333333333333333
