family,tn,fp,fn,tp,support_N,support_FN
dipole_prop,0.8145695364238411,0.18543046357615894,0.3058823529411765,0.6941176470588235,151,85
sigma_profile,0.7483443708609272,0.25165562913907286,0.5176470588235295,0.4823529411764706,151,85
graphmol_conf0,0.8344370860927153,0.16556291390728478,0.2,0.8,151,85
graphmol_boltzmann,0.8211920529801324,0.17880794701986755,0.18823529411764706,0.8117647058823529,151,85
graphmol_dipole,0.8344370860927153,0.16556291390728478,0.17647058823529413,0.8235294117647058,151,85
