molecule_id,family,y_true,y_score,cv_fold
Li-7,dipole_prop,1,0.05164248458864504,5
Li-9a,dipole_prop,0,0.1010207765489779,5
Li-9b,dipole_prop,0,0.1628682310453989,5
Li-10b,dipole_prop,0,0.06923292878743685,5
Li-11c,dipole_prop,0,0.06752796012810754,5
Li-17a,dipole_prop,0,0.9644709346967927,5
Li-18,dipole_prop,0,0.6414359615874757,5
06121KW,sigma_profile,0,0.008770498615836918,1
MJ01077,sigma_profile,0,0.33639537585406665,1
MJ01075,sigma_profile,0,0.2526042232677051,1
MJ01066,sigma_profile,0,0.3417303230169152,1
PR10004,sigma_profile,0,0.23320866626772216,1
08141KW,sigma_profile,0,0.2374594058383394,1
07099KW,sigma_profile,0,0.6457858674506898,1
AF01009,sigma_profile,0,0.42744894025687413,1
RT09068,sigma_profile,0,0.03748000192230377,1
07004KW,sigma_profile,0,0.09811325007837422,1
08116KW,sigma_profile,0,0.36867586761694937,1
08118KW,sigma_profile,0,0.021019238892798827,1
08131KW,sigma_profile,0,0.6537912986504127,1
09079KW,sigma_profile,0,0.03395804955466304,1
Acid4,sigma_profile,0,0.46056911106739074,1
6CB,sigma_profile,0,0.07179764199438017,1
PCH-4,sigma_profile,0,0.4516089388288172,1
PCH-5,sigma_profile,0,0.7164941647444625,1
PCH-7,sigma_profile,0,0.6452701703118072,1
Comp89,sigma_profile,0,0.0,1
Comp120,sigma_profile,0,0.3138292365515994,1
EC1F,sigma_profile,1,0.5229118768361515,1
EC2F,sigma_profile,1,0.2990852119318602,1
EC3F,sigma_profile,1,0.34139771953841413,1
1O(M-O6)PEPEBNO2,sigma_profile,1,0.22129744661153014,1
RM734-3,sigma_profile,0,0.4733333731101415,1
5-5,sigma_profile,1,0.6818208248480174,1
6-2,sigma_profile,0,0.7445776249532577,1
6-5,sigma_profile,0,0.5761365266902154,1
6-6,sigma_profile,0,0.3334701039654225,1
UUQU-4-N,sigma_profile,0,0.6032315834274713,1
NT3-2,sigma_profile,1,0.7753044463051332,1
NT3F-1,sigma_profile,1,0.5006194200127866,1
NT3F-4,sigma_profile,0,0.5185522960010307,1
Sulfur-7,sigma_profile,1,0.40650147964057065,1
Sulfur-14,sigma_profile,1,0.4197619948870128,1
3CN,sigma_profile,1,0.09086631412302722,1
S3,sigma_profile,1,0.2870816523162308,1
O5,sigma_profile,1,0.40179365999709254,1
SCUT1b,sigma_profile,1,0.44640715292977085,1
M-0-2,sigma_profile,1,0.8121653898375519,1
M-2-2,sigma_profile,1,0.8251747445664515,1
Li-4a,sigma_profile,0,0.6526270512127097,1
Li-9c,sigma_profile,1,0.46086527642782543,1
Li-11a,sigma_profile,0,0.4111941903801807,1
Li-19,sigma_profile,0,0.5339888719738085,1
Li-22,sigma_profile,0,0.6951394579282715,1
Li-23,sigma_profile,1,0.47510279362347,1
06119KW,sigma_profile,0,0.04425536558232706,2
MJ01056,sigma_profile,0,0.006448266280199368,2
MJ01071,sigma_profile,0,0.31890719219659214,2
MJ01073,sigma_profile,0,0.3211236907615382,2
RT08049,sigma_profile,0,0.23851513129986762,2
07080KW,sigma_profile,0,0.031736278617065405,2
08119KW,sigma_profile,0,0.06143593926462395,2
08123KW,sigma_profile,0,0.020448547932946388,2
Acid5-HOBA,sigma_profile,0,0.6420947165746121,2
7CB,sigma_profile,0,0.0648542173830207,2
5OCB,sigma_profile,0,0.04736443816006189,2
Comp35,sigma_profile,0,0.1623780896584367,2
RO-CM-4513,sigma_profile,0,0.035036699575051344,2
PYP605,sigma_profile,0,0.0,2
RO-CM-1540,sigma_profile,0,0.0,2
Comp97,sigma_profile,0,0.05574239252158638,2
Comp113,sigma_profile,0,0.0021562919838781906,2
BCH52F,sigma_profile,0,0.0,2
I32,sigma_profile,0,0.027719622216440885,2
EC6F,sigma_profile,1,0.46618263662240883,2
1O(M-O5)PEPEBNO2,sigma_profile,1,0.4098186650077002,2
1O(M-O7)PEPEBNO2,sigma_profile,1,0.7633704460855872,2
5-2,sigma_profile,1,0.69730693411582,2
5-8,sigma_profile,1,0.42009767204021714,2
6-1,sigma_profile,1,0.4544178831886915,2
6-7,sigma_profile,0,0.3885089429704491,2
NT3-4,sigma_profile,1,0.42752985625814943,2
NT3-6,sigma_profile,1,0.7067433805163001,2
NT3F-6,sigma_profile,0,0.5618120782257748,2
Sulfur-12,sigma_profile,0,0.684725480369439,2
Sulfur-18,sigma_profile,0,0.29038945580665004,2
EST-1,sigma_profile,1,0.6753934143971734,2
O6,sigma_profile,0,0.4968227478810755,2
2-2-Z1,sigma_profile,0,0.7325166396606204,2
SCUT1a,sigma_profile,1,0.6538506079913586,2
SCUT7a,sigma_profile,1,0.6913800966048257,2
SCUT22c,sigma_profile,1,0.749008023700469,2
SCUT23a,sigma_profile,0,0.6996406373281145,2
M-1-1,sigma_profile,1,0.7658683385588915,2
Li-1b,sigma_profile,0,0.6667295455449785,2
Li-5a,sigma_profile,0,0.652768155998435,2
Li-5c,sigma_profile,1,0.6435305217704111,2
Li-8,sigma_profile,1,0.5392117104144404,2
Li-10a,sigma_profile,0,0.21832202520348973,2
Li-11b,sigma_profile,0,0.24730574112921766,2
Li-15,sigma_profile,1,0.5859545080221837,2
Li-25,sigma_profile,1,0.32758701656348266,2
PR07117,sigma_profile,0,0.11231912337181676,3
06129KW,sigma_profile,0,0.05427297011757291,3
06128KW,sigma_profile,0,0.03728324153456335,3
06120KW,sigma_profile,0,0.11616749250218658,3
07007KW,sigma_profile,0,0.11307892740599304,3
MJ01064,sigma_profile,0,0.3704899695351208,3
01031MR,sigma_profile,0,0.274132566809431,3
07094KW,sigma_profile,0,0.4195486887985974,3
07129KW,sigma_profile,0,0.020783079991654393,3
07036KW,sigma_profile,0,0.3290426001131816,3
07035KW,sigma_profile,0,0.6602237084799562,3
5CB,sigma_profile,0,0.4548272354309379,3
6OCB,sigma_profile,0,0.03349249319921503,3
RO-CM-7037,sigma_profile,0,0.0,3
PYP609,sigma_profile,0,0.0,3
MBBA,sigma_profile,0,0.0019598874032371568,3
Comp114,sigma_profile,0,0.0,3
BCH5,sigma_profile,0,0.0,3
I35,sigma_profile,0,0.004732473073019089,3
HH33,sigma_profile,0,0.027780280039116454,3
EC8F,sigma_profile,0,0.4777200403752646,3
1O(M-O1)PEPEBNO2,sigma_profile,1,0.46224997651956723,3
1O(M-O3)PEPEBNO2,sigma_profile,1,0.37380199023275346,3
1O(M-O4)PEPEBNO2,sigma_profile,1,0.5543249918301697,3
1O(M-O9)PEPEBNO2,sigma_profile,1,0.45084869983367964,3
5-3,sigma_profile,1,0.41400507299646855,3
5-6,sigma_profile,1,0.60897402072214,3
5-7,sigma_profile,1,0.3173228561517939,3
6-8,sigma_profile,0,0.2612183794973985,3
3JK,sigma_profile,1,0.6849676667252007,3
NT3-7,sigma_profile,1,0.4232219040923117,3
NT3F-5,sigma_profile,0,0.6431242767962102,3
EST-4,sigma_profile,1,0.7508942274240129,3
S4,sigma_profile,0,0.8023317394413092,3
S7,sigma_profile,0,0.6110811419295644,3
2-2-Z0,sigma_profile,1,0.2934311727314142,3
SCUT22b,sigma_profile,1,0.7762271239120447,3
M-1-2,sigma_profile,1,0.9331362383900083,3
Li-1a,sigma_profile,0,0.6006408672275529,3
Li-3a,sigma_profile,0,0.5837844392059675,3
Li-4b,sigma_profile,1,0.593547542392716,3
Li-4c,sigma_profile,1,0.2286143782328597,3
Li-12a,sigma_profile,1,0.472199171534837,3
Li-13b,sigma_profile,0,0.3910834335845832,3
Li-14,sigma_profile,0,0.29876047340941847,3
Li-16,sigma_profile,1,0.544156809617823,3
Li-20,sigma_profile,0,0.862184452436511,3
RT08062,sigma_profile,0,0.18338727973566782,4
06100KW,sigma_profile,0,0.030504102110870943,4
07088KW,sigma_profile,0,0.326715075970251,4
08117KW,sigma_profile,0,0.301777893227196,4
09078KW,sigma_profile,0,0.447747693135845,4
07039KW,sigma_profile,0,0.2790336487624902,4
Acid2,sigma_profile,0,0.7594554828192471,4
Acid3,sigma_profile,0,0.4825796185538096,4
PCH-3,sigma_profile,0,0.4661940458172012,4
PCH-8,sigma_profile,0,0.23457036873882933,4
CCH-7,sigma_profile,0,0.004643952487899456,4
CCH-301,sigma_profile,0,0.026294313341063164,4
PYP606,sigma_profile,0,0.0,4
PYP607,sigma_profile,0,0.0,4
RO-CM-1510,sigma_profile,0,0.0,4
Comp92,sigma_profile,0,0.0,4
Comp119,sigma_profile,0,0.0,4
HP5N,sigma_profile,0,0.002543373938722776,4
DIO,sigma_profile,1,0.8427721668956393,4
1O(M-O2)PEPEBNO2,sigma_profile,1,0.7124742728945282,4
1O(M-O8)PEPEBNO2,sigma_profile,1,0.2747628092640994,4
5-4,sigma_profile,1,0.3947268079675323,4
NT3-5,sigma_profile,1,0.44778634739536116,4
NT3F-2,sigma_profile,0,0.7371033257906572,4
NT3F-3,sigma_profile,0,0.5996347863101322,4
NT3F-7,sigma_profile,0,0.39276791849714965,4
Sulfur-2,sigma_profile,1,0.33267742701324204,4
Sulfur-13,sigma_profile,0,0.7593325214118667,4
Sulfur-19,sigma_profile,0,0.5137610390082551,4
DIO-1,sigma_profile,1,0.9016039055640285,4
EST-3,sigma_profile,1,0.5223085500016376,4
S2,sigma_profile,1,0.35811896676893024,4
2-2-Z2,sigma_profile,0,0.5455566526914521,4
1-2-Z1,sigma_profile,1,0.4416945551327919,4
SCUT22d,sigma_profile,1,0.30673509315677744,4
M-0-0,sigma_profile,1,0.9068498041157596,4
M-0-1,sigma_profile,1,0.9354676734212394,4
Li-1c,sigma_profile,1,0.5568575105300294,4
Li-2a,sigma_profile,1,0.36279803801632016,4
Li-5b,sigma_profile,1,0.6442738847212255,4
Li-6b,sigma_profile,1,0.2836954708153068,4
Li-12b,sigma_profile,0,0.13508371842041134,4
Li-12c,sigma_profile,0,0.02124779237903607,4
Li-13a,sigma_profile,0,0.1577786614012359,4
Li-21,sigma_profile,0,0.5679491388562559,4
Li-24,sigma_profile,0,0.5589709556003579,4
Li-29,sigma_profile,0,0.35468589633416164,4
06115KW,sigma_profile,0,0.04476781787794859,5
MJ01041,sigma_profile,0,0.1760825719611083,5
RT08050,sigma_profile,0,0.4417360376143043,5
07031KW,sigma_profile,0,0.3171266772332584,5
PR09089,sigma_profile,0,0.016472039654969677,5
06107KW,sigma_profile,0,0.013215381059328027,5
06101KW,sigma_profile,0,0.008806431026460799,5
06131KW,sigma_profile,0,0.030565559503081718,5
07056KW,sigma_profile,0,0.060914725954954764,5
08125KW,sigma_profile,0,0.013614896797826818,5
08128KW,sigma_profile,0,0.5374991113891041,5
07038KW,sigma_profile,0,0.2745269540719211,5
Acid1,sigma_profile,0,0.8224485249133405,5
7OCB,sigma_profile,0,0.14813787323897712,5
Comp36,sigma_profile,0,0.015064529538766906,5
Comp49,sigma_profile,0,0.17072582118273386,5
Comp93,sigma_profile,0,0.0,5
HP33,sigma_profile,0,0.01411430120928619,5
RM734,sigma_profile,1,0.14741092141193046,5
EC4F,sigma_profile,0,0.4450168749221591,5
EC5F,sigma_profile,1,0.500030830359506,5
EC7F,sigma_profile,0,0.4153540535151836,5
RM734-2,sigma_profile,1,0.38288392001008925,5
5-9,sigma_profile,1,0.5109146390802682,5
6-3,sigma_profile,0,0.8222144212295998,5
6-4,sigma_profile,0,0.4413187536305227,5
6-9,sigma_profile,0,0.5179223736312826,5
NT3-1,sigma_profile,1,0.43016870864413775,5
NT3-3,sigma_profile,1,0.36155407163367226,5
Sulfur-15,sigma_profile,1,0.5981503849629906,5
DIO-2,sigma_profile,1,0.3549929043528149,5
DIO-3,sigma_profile,1,0.36120929795708295,5
EST-2,sigma_profile,1,0.6160871559425796,5
S5,sigma_profile,1,0.09522888718484757,5
S6,sigma_profile,0,0.18543688536234645,5
S8,sigma_profile,1,0.6242703276709587,5
1-2-Z2,sigma_profile,1,0.3922672479714603,5
M-1-0,sigma_profile,1,0.631873520418716,5
M-2-0,sigma_profile,1,0.9175915728948579,5
M-2-1,sigma_profile,1,0.8003937357195556,5
Li-7,sigma_profile,1,0.3137915134541804,5
Li-9a,sigma_profile,0,0.25806297786986504,5
Li-9b,sigma_profile,0,0.3128126098959117,5
Li-10b,sigma_profile,0,0.21516951134432002,5
Li-11c,sigma_profile,0,0.5717316065649946,5
Li-17a,sigma_profile,0,0.047391673983661585,5
