index,element,charge
0,C,-0.034273
1,O,-0.285912
2,C,0.508843
3,C,-0.462044
4,C,0.15686
5,C,-0.560988
6,C,0.834781
7,O,-0.518432
8,O,-0.451776
9,C,0.572913
10,C,-0.426658
11,C,0.063732
12,C,-0.415181
13,C,0.723877
14,O,-0.48556
15,O,-0.327219
16,C,0.435146
17,C,-0.364518
18,C,-0.002492
19,C,-0.280953
20,C,0.249849
21,C,-0.207056
22,C,-0.078956
23,C,-0.071037
24,C,0.552009
25,F,-0.19175
26,F,-0.189677
27,O,-0.316668
28,C,0.426661
29,C,-0.489804
30,C,0.305682
31,F,-0.131547
32,C,-0.004162
33,F,-0.099908
34,C,0.302187
35,F,-0.133174
36,C,-0.481292
37,C,-0.125346
38,C,-0.190879
39,C,0.433014
40,F,-0.180765
41,C,-0.472713
42,C,0.469759
43,F,-0.18344
44,C,-0.517098
45,C,0.458563
46,O,-0.157872
47,C,-0.18517
48,C,-0.455378
49,H,0.094906
50,H,0.065337
51,H,0.064158
52,H,0.173572
53,H,0.102941
54,H,0.207714
55,H,0.117413
56,H,0.194953
57,H,0.110651
58,H,0.142261
59,H,0.112817
60,H,0.225826
61,H,0.212111
62,H,0.131585
63,H,0.138698
64,H,0.214335
65,H,0.216719
66,H,0.120479
67,H,0.096653
68,H,0.097214
69,H,0.145477
