index,element,charge
0,C,-0.072949
1,O,-0.274234
2,C,0.585461
3,C,-0.529811
4,C,0.479007
5,F,-0.150464
6,C,-0.613738
7,C,0.825787
8,O,-0.477189
9,O,-0.398611
10,C,0.457209
11,C,-0.324774
12,C,0.004668
13,C,-0.244343
14,C,0.708561
15,O,-0.471875
16,O,-0.366006
17,C,0.581493
18,C,-0.574316
19,C,0.507504
20,F,-0.152551
21,C,-0.496896
22,C,0.478967
23,N,-0.436354
24,C,0.521642
25,F,-0.155178
26,C,-0.586971
27,C,0.017226
28,C,0.54593
29,F,-0.175042
30,F,-0.187173
31,F,-0.17915
32,C,-0.287742
33,C,0.568444
34,F,-0.169602
35,C,-0.642051
36,H,0.108467
37,H,0.080391
38,H,0.080854
39,H,0.192273
40,H,0.191894
41,H,0.125066
42,H,0.252836
43,H,0.248157
44,H,0.175608
45,H,0.229577
