index,element,charge
0,C,-0.322614
1,C,0.290058
2,C,-0.289562
3,C,0.626055
4,O,-0.470675
5,O,-0.400241
6,C,0.48412
7,C,-0.308501
8,C,-0.020936
9,C,-0.23886
10,C,0.705141
11,O,-0.482174
12,O,-0.365857
13,C,0.443634
14,C,-0.345188
15,C,-0.094771
16,C,-0.095984
17,C,0.179658
18,C,-0.388104
19,C,0.272997
20,F,-0.139416
21,C,0.037366
22,F,-0.103934
23,C,0.29624
24,F,-0.14307
25,C,-0.404277
26,C,0.348499
27,F,-0.157068
28,C,-0.448948
29,C,0.010187
30,C,-0.331558
31,H,0.067645
32,H,0.080669
33,H,0.082633
34,H,-0.034179
35,H,-0.024973
36,H,0.083975
37,H,0.085979
38,H,0.186892
39,H,0.112526
40,H,0.195126
41,H,0.136825
42,H,0.197531
43,H,0.201084
44,H,0.204677
45,H,0.111969
46,H,0.169403
