index,element,charge
0,H,0.138721
1,C,-0.065014
2,C,-0.284959
3,H,0.16121
4,C,0.483817
5,O,-0.416081
6,C,0.687699
7,O,-0.473816
8,C,-0.158664
9,C,-0.060569
10,H,0.116107
11,C,-0.25291
12,H,0.154078
13,C,0.248156
14,C,-0.267158
15,H,0.067798
16,H,0.072034
17,C,0.148271
18,H,-0.025917
19,H,-0.017981
20,C,0.095598
21,H,-0.023154
22,H,-0.020536
23,C,-0.107061
24,H,0.007105
25,H,0.006372
26,C,0.070884
27,H,-0.017269
28,H,-0.01937
29,C,0.199454
30,H,-0.036759
31,H,-0.039999
32,C,-0.278745
33,H,0.056127
34,H,0.057644
35,H,0.060659
36,C,-0.238609
37,H,0.137265
38,C,-0.059947
39,H,0.112945
40,C,-0.324197
41,H,0.186504
42,C,-0.032753
43,H,0.131678
44,C,-0.106599
45,C,0.364522
46,N,-0.436581
