index,element,charge
0,C,-0.062735
1,O,-0.280845
2,C,0.535168
3,C,-0.376192
4,C,0.057166
5,C,-0.547362
6,C,0.851275
7,O,-0.514781
8,O,-0.478657
9,C,0.672126
10,C,-0.62074
11,C,0.532678
12,F,-0.161166
13,C,-0.616444
14,C,0.827832
15,O,-0.46685
16,O,-0.369909
17,C,0.532257
18,C,-0.580831
19,C,0.524225
20,F,-0.154079
21,C,-0.501075
22,C,0.480907
23,N,-0.438599
24,C,0.504286
25,F,-0.156976
26,C,-0.537891
27,C,0.535798
28,F,-0.175836
29,C,-0.627405
30,C,0.553242
31,O,-0.18298
32,C,-0.186974
33,C,-0.578165
34,H,0.099709
35,H,0.071687
36,H,0.074807
37,H,0.149943
38,H,0.122027
39,H,0.257929
40,H,0.248337
41,H,0.231627
42,H,0.250085
43,H,0.113494
44,H,0.105817
45,H,0.108149
46,H,0.175921
