index,element,charge
0,C,-0.037935
1,O,-0.283439
2,C,0.514951
3,C,-0.500883
4,C,0.188022
5,C,-0.562228
6,C,0.795187
7,O,-0.500372
8,O,-0.421614
9,C,0.453112
10,C,-0.321027
11,C,-0.002386
12,C,-0.23132
13,C,0.713051
14,O,-0.488086
15,O,-0.408495
16,C,0.451925
17,C,-0.324718
18,C,-0.052638
19,C,-0.057045
20,C,0.126573
21,C,-0.13787
22,C,-0.119058
23,C,-0.065365
24,N,0.790002
25,O,-0.430564
26,O,-0.430436
27,C,-0.132969
28,C,-0.130956
29,C,-0.07139
30,C,-0.292983
31,C,-0.034943
32,C,-0.275796
33,C,0.464262
34,O,-0.176644
35,C,-0.153369
36,C,-0.447785
37,H,0.094484
38,H,0.065081
39,H,0.063928
40,H,0.179153
41,H,0.094239
42,H,0.177677
43,H,0.11141
44,H,0.187103
45,H,0.115125
46,H,0.118617
47,H,0.137764
48,H,0.140849
49,H,0.121984
50,H,0.114879
51,H,0.159561
52,H,0.119931
53,H,0.152468
54,H,0.121628
55,H,0.085328
56,H,0.089677
57,H,0.144343
