index,element,charge
0,H,0.138178
1,C,-0.12201
2,C,-0.157082
3,H,0.126143
4,C,0.134912
5,C,0.014063
6,C,-0.142603
7,H,0.117601
8,C,-0.153101
9,H,0.118955
10,C,0.113828
11,C,-0.053125
12,C,-0.099019
13,H,0.12033
14,C,-0.273451
15,H,0.123573
16,C,0.395205
17,O,-0.331913
18,C,0.184958
19,H,0.015654
20,H,0.028385
21,C,-0.210015
22,H,0.051952
23,H,0.073126
24,C,0.252169
25,H,-0.009273
26,H,-0.00825
27,C,-0.306116
28,H,0.116923
29,H,0.123419
30,C,0.357751
31,N,-0.451935
32,C,-0.336587
33,H,0.164142
34,C,-0.038035
35,H,0.109985
36,C,-0.159986
37,H,0.117868
38,C,-0.131597
39,H,0.116346
40,C,-0.15713
41,H,0.123624
42,C,-0.120204
43,H,0.136669
44,C,-0.026167
45,C,0.347892
46,N,-0.436056
