index,element,charge
0,C,-0.031814
1,O,-0.289187
2,C,0.530429
3,C,-0.511439
4,C,0.20088
5,C,-0.581462
6,C,0.80018
7,O,-0.498306
8,O,-0.416123
9,C,0.458559
10,C,-0.293066
11,C,0.004488
12,C,-0.282081
13,C,0.740349
14,O,-0.474534
15,O,-0.401592
16,C,0.496347
17,C,-0.322157
18,C,-0.061506
19,C,-0.254621
20,N,0.822906
21,O,-0.438348
22,O,-0.417187
23,C,0.401739
24,F,-0.136937
25,C,-0.476008
26,C,0.021705
27,C,-0.320344
28,C,0.4767
29,O,-0.175626
30,C,-0.16208
31,C,-0.457924
32,H,0.093204
33,H,0.062828
34,H,0.0653
35,H,0.180838
36,H,0.091151
37,H,0.153924
38,H,0.10623
39,H,0.17361
40,H,0.156243
41,H,0.224334
42,H,0.10716
43,H,0.180775
44,H,0.126172
45,H,0.092434
46,H,0.089062
47,H,0.144796
