index,element,charge
0,H,0.171938
1,C,-0.317318
2,C,0.251945
3,F,-0.140317
4,C,0.064127
5,F,-0.110055
6,C,0.258404
7,F,-0.143005
8,C,-0.322531
9,H,0.173984
10,C,-0.001611
11,C,0.201475
12,C,-0.159966
13,H,0.123742
14,C,-0.225819
15,H,0.148873
16,C,-0.013987
17,C,0.097109
18,H,0.013221
19,C,0.070394
20,H,0.002695
21,H,-0.001372
22,C,-0.221252
23,H,0.034561
24,H,0.040796
25,C,0.272639
26,H,-0.041793
27,C,0.015875
28,H,-0.003902
29,H,0.014899
30,C,-0.144329
31,H,0.033306
32,H,0.020289
33,C,0.050338
34,H,-0.006564
35,H,-0.016434
36,C,0.200293
37,H,-0.038529
38,H,-0.036998
39,C,-0.283278
40,H,0.057481
41,H,0.061696
42,H,0.060876
43,C,-0.298898
44,H,0.059933
45,H,0.060098
46,C,0.073654
47,H,0.00928
48,H,-0.022302
49,C,-0.136004
50,H,0.103109
51,C,-0.191668
52,H,0.1309
