index,element,charge
0,C,-0.04361
1,O,-0.296263
2,C,0.48551
3,C,-0.378431
4,C,0.067055
5,C,-0.290412
6,C,0.717269
7,O,-0.479253
8,O,-0.356247
9,C,0.548135
10,C,-0.538839
11,C,0.475875
12,F,-0.153213
13,C,-0.550325
14,C,0.802939
15,O,-0.469165
16,O,-0.380103
17,C,0.407995
18,C,-0.291481
19,C,-0.051388
20,C,-0.125097
21,N,0.803184
22,O,-0.429571
23,O,-0.429945
24,C,-0.073972
25,C,-0.24913
26,C,0.510804
27,F,-0.172016
28,C,-0.571681
29,C,-0.011631
30,C,0.569939
31,F,-0.175088
32,F,-0.189127
33,F,-0.195459
34,C,-0.274781
35,H,0.101545
36,H,0.074611
37,H,0.07266
38,H,0.170649
39,H,0.114671
40,H,0.24478
41,H,0.186246
42,H,0.136874
43,H,0.138456
44,H,0.16754
45,H,0.243359
46,H,0.13613
